frame.time_epoch;ip.src;ip.dst;tcp.srcport;tcp.dstport;udp.srcport;udp.dstport;http.host;tls.handshake.extensions_server_name;frame.protocols;frame.len;http.request.method;http.response.code;dns.qry.name;tcp.flags
1677549747.676272000;172.16.0.143;54.68.22.26;52570;443;;;;broadcom.com;eth:ethertype:ip:tcp:tls;265;;;;0x0018
1677549748.564984000;172.16.0.143;172.16.0.10;;;51060;53;;;eth:ethertype:ip:udp:dns;76;;;www.broadcom.com;
1677549748.639806000;172.16.0.10;172.16.0.143;;;53;51060;;;eth:ethertype:ip:udp:dns;175;;;www.broadcom.com;
1677549748.760097000;172.16.0.143;104.18.32.150;52571;443;;;;www.broadcom.com;eth:ethertype:ip:tcp:tls;429;;;;0x0018
1677549879.788597000;172.16.0.143;172.16.0.10;;;55069;53;;;eth:ethertype:ip:udp:dns;80;;;wpad.rydeordie.audio;
1677549879.788838000;172.16.0.10;172.16.0.143;;;53;55069;;;eth:ethertype:ip:udp:dns;158;;;wpad.rydeordie.audio;
1677549879.789024000;172.16.0.143;172.16.0.10;;;55368;53;;;eth:ethertype:ip:udp:dns;76;;;wpad.localdomain;
1677549879.917300000;172.16.0.10;172.16.0.143;;;53;55368;;;eth:ethertype:ip:udp:dns;151;;;wpad.localdomain;
1677549939.915124000;172.16.0.143;172.16.0.10;;;62644;53;;;eth:ethertype:ip:udp:dns;69;;;yahoo.com;
1677549939.981978000;172.16.0.10;172.16.0.143;;;53;62644;;;eth:ethertype:ip:udp:dns;165;;;yahoo.com;
1677549940.206094000;172.16.0.143;74.6.231.21;52573;443;;;;yahoo.com;eth:ethertype:ip:tcp:tls;230;;;;0x0018
1677549940.949049000;172.16.0.143;172.16.0.10;;;55558;53;;;eth:ethertype:ip:udp:dns;73;;;www.yahoo.com;
1677549941.011095000;172.16.0.10;172.16.0.143;;;53;55558;;;eth:ethertype:ip:udp:dns;137;;;www.yahoo.com;
1677549941.155528000;172.16.0.143;87.248.100.215;52574;443;;;;www.yahoo.com;eth:ethertype:ip:tcp:tls;234;;;;0x0018
1677550028.744479000;172.16.0.143;172.16.0.10;;;55784;53;;;eth:ethertype:ip:udp:dns;85;;;clients.config.office.net;
1677550028.803819000;172.16.0.143;172.16.0.10;;;55784;53;;;eth:ethertype:ip:udp:dns;85;;;clients.config.office.net;
1677550028.895436000;172.16.0.10;172.16.0.143;;;53;55784;;;eth:ethertype:ip:udp:dns;166;;;clients.config.office.net;
1677550029.023051000;172.16.0.143;20.90.202.62;52578;443;;;;clients.config.office.net;eth:ethertype:ip:tcp:tls;264;;;;0x0018
1677550128.490461000;172.16.0.143;142.250.178.14;52579;443;;;;google.com;eth:ethertype:ip:tcp:tls;460;;;;0x0018
1677550129.215750000;172.16.0.143;142.250.178.4;52580;443;;;;www.google.com;eth:ethertype:ip:tcp:tls;464;;;;0x0018
1677550222.818168000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677550222.818844000;172.16.0.143;172.16.0.10;;;57368;53;;;eth:ethertype:ip:udp:dns;91;;;WYN10-RIDEORDIE.rydeordie.audio;
1677550222.819031000;172.16.0.143;224.0.0.252;;;54996;5355;;;eth:ethertype:ip:udp:llmnr;75;;;WYN10-RIDEORDIE;
1677550222.819153000;172.16.0.10;172.16.0.143;;;53;57368;;;eth:ethertype:ip:udp:dns;170;;;WYN10-RIDEORDIE.rydeordie.audio;
1677550222.819621000;172.16.0.143;172.16.0.10;;;62757;53;;;eth:ethertype:ip:udp:dns;158;;;rydeordie.audio;
1677550222.821445000;172.16.0.10;172.16.0.143;;;53;62757;;;eth:ethertype:ip:udp:dns;158;;;rydeordie.audio;
1677550225.826309000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677550228.832240000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677550231.842489000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677550234.857619000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677550237.859891000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677550284.626566000;172.16.0.143;172.16.0.10;;;53004;53;;;eth:ethertype:ip:udp:dns;91;;;WIN-PL5VGYU6KMT.rydeordie.audio;
1677550284.626790000;172.16.0.10;172.16.0.143;;;53;53004;;;eth:ethertype:ip:udp:dns;107;;;WIN-PL5VGYU6KMT.rydeordie.audio;
1677550321.070084000;172.16.0.143;152.216.7.110;52585;443;;;;irs.gov;eth:ethertype:ip:tcp:tls;260;;;;0x0018
1677550321.931441000;172.16.0.143;104.78.188.220;52586;443;;;;www.irs.gov;eth:ethertype:ip:tcp:tls;232;;;;0x0018
1677550479.913761000;172.16.0.143;172.16.0.10;;;53053;53;;;eth:ethertype:ip:udp:dns;80;;;wpad.rydeordie.audio;
1677550479.914086000;172.16.0.10;172.16.0.143;;;53;53053;;;eth:ethertype:ip:udp:dns;158;;;wpad.rydeordie.audio;
1677550479.914293000;172.16.0.143;172.16.0.10;;;50954;53;;;eth:ethertype:ip:udp:dns;76;;;wpad.localdomain;
1677550479.914391000;172.16.0.10;172.16.0.143;;;53;50954;;;eth:ethertype:ip:udp:dns;151;;;wpad.localdomain;
1677550509.479173000;172.16.0.143;68.87.41.40;52588;443;;;;xfinity.com;eth:ethertype:ip:tcp:tls;232;;;;0x0018
1677550510.256996000;172.16.0.143;172.16.0.10;;;51893;53;;;eth:ethertype:ip:udp:dns;75;;;www.xfinity.com;
1677550510.322369000;172.16.0.10;172.16.0.143;;;53;51893;;;eth:ethertype:ip:udp:dns;169;;;www.xfinity.com;
1677550510.449922000;172.16.0.143;23.64.36.253;52589;443;;;;www.xfinity.com;eth:ethertype:ip:tcp:tls;236;;;;0x0018
1677550513.226955000;172.16.0.143;68.87.41.40;52590;443;;;;xfinity.com;eth:ethertype:ip:tcp:tls;232;;;;0x0018
1677550514.062838000;172.16.0.143;23.64.36.253;52591;443;;;;www.xfinity.com;eth:ethertype:ip:tcp:tls;236;;;;0x0018
1677550514.710992000;172.16.0.143;13.107.42.14;52592;443;;;;linkedin.com;eth:ethertype:ip:tcp:tls;541;;;;0x0018
1677550515.326784000;172.16.0.143;13.107.42.14;52593;443;;;;www.linkedin.com;eth:ethertype:ip:tcp:tls;545;;;;0x0018
1677550701.942668000;172.16.0.143;54.68.22.26;52595;443;;;;broadcom.com;eth:ethertype:ip:tcp:tls;265;;;;0x0018
1677550702.891350000;172.16.0.143;104.18.32.150;52596;443;;;;www.broadcom.com;eth:ethertype:ip:tcp:tls;429;;;;0x0018
1677550791.614916000;172.16.0.143;172.16.0.10;;;62027;53;;;eth:ethertype:ip:udp:dns;127;;;_ldap._tcp.Default-First-Site-Name._sites.dc._msdcs.rydeordie.audio;
1677550791.615229000;172.16.0.10;172.16.0.143;;;53;62027;;;eth:ethertype:ip:udp:dns;194;;;_ldap._tcp.Default-First-Site-Name._sites.dc._msdcs.rydeordie.audio;
1677550890.318229000;172.16.0.143;54.68.22.26;52603;443;;;;broadcom.com;eth:ethertype:ip:tcp:tls;265;;;;0x0018
1677550891.271317000;172.16.0.143;104.18.32.150;52604;443;;;;www.broadcom.com;eth:ethertype:ip:tcp:tls;429;;;;0x0018
1677550929.687449000;172.16.0.143;172.16.0.10;;;51085;53;;;eth:ethertype:ip:udp:dns;89;;;v10.events.data.microsoft.com;
1677550929.759291000;172.16.0.10;172.16.0.143;;;53;51085;;;eth:ethertype:ip:udp:dns;230;;;v10.events.data.microsoft.com;
1677550929.895175000;172.16.0.143;13.69.116.104;52606;443;;;;v10.events.data.microsoft.com;eth:ethertype:ip:tcp:tls;268;;;;0x0018
1677551079.928398000;172.16.0.143;172.16.0.10;;;50925;53;;;eth:ethertype:ip:udp:dns;80;;;wpad.rydeordie.audio;
1677551079.928670000;172.16.0.10;172.16.0.143;;;53;50925;;;eth:ethertype:ip:udp:dns;158;;;wpad.rydeordie.audio;
1677551079.928868000;172.16.0.143;172.16.0.10;;;50411;53;;;eth:ethertype:ip:udp:dns;76;;;wpad.localdomain;
1677551080.057147000;172.16.0.10;172.16.0.143;;;53;50411;;;eth:ethertype:ip:udp:dns;151;;;wpad.localdomain;
1677551082.734543000;172.16.0.143;20.112.52.29;52607;443;;;;microsoft.com;eth:ethertype:ip:tcp:tls;394;;;;0x0018
1677551083.668418000;172.16.0.143;23.43.32.148;52608;443;;;;www.microsoft.com;eth:ethertype:ip:tcp:tls;238;;;;0x0018
1677551122.831190000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677551122.831924000;172.16.0.143;172.16.0.10;;;64289;53;;;eth:ethertype:ip:udp:dns;91;;;WYN10-RIDEORDIE.rydeordie.audio;
1677551122.832257000;172.16.0.10;172.16.0.143;;;53;64289;;;eth:ethertype:ip:udp:dns;170;;;WYN10-RIDEORDIE.rydeordie.audio;
1677551122.832345000;172.16.0.143;224.0.0.252;;;61147;5355;;;eth:ethertype:ip:udp:llmnr;75;;;WYN10-RIDEORDIE;
1677551122.832868000;172.16.0.143;172.16.0.10;;;58954;53;;;eth:ethertype:ip:udp:dns;158;;;rydeordie.audio;
1677551122.833525000;172.16.0.10;172.16.0.143;;;53;58954;;;eth:ethertype:ip:udp:dns;158;;;rydeordie.audio;
1677551125.830424000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677551128.833654000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677551131.848950000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677551134.851608000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677551137.854314000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677551274.958587000;172.16.0.143;172.16.0.10;;;64334;53;;;eth:ethertype:ip:udp:dns;70;;;oracle.com;
1677551275.013720000;172.16.0.10;172.16.0.143;;;53;64334;;;eth:ethertype:ip:udp:dns;86;;;oracle.com;
1677551275.267553000;172.16.0.143;138.1.33.162;52611;443;;;;oracle.com;eth:ethertype:ip:tcp:tls;231;;;;0x0018
1677551276.103962000;172.16.0.143;172.16.0.10;;;60113;53;;;eth:ethertype:ip:udp:dns;74;;;www.oracle.com;
1677551276.196472000;172.16.0.10;172.16.0.143;;;53;60113;;;eth:ethertype:ip:udp:dns;169;;;www.oracle.com;
1677551276.324552000;172.16.0.143;23.64.29.61;52612;443;;;;www.oracle.com;eth:ethertype:ip:tcp:tls;235;;;;0x0018
1677551463.319417000;172.16.0.143;172.16.0.10;;;59998;53;;;eth:ethertype:ip:udp:dns;70;;;google.com;
1677551463.384848000;172.16.0.10;172.16.0.143;;;53;59998;;;eth:ethertype:ip:udp:dns;86;;;google.com;
1677551463.512715000;172.16.0.143;142.250.178.14;52614;443;;;;google.com;eth:ethertype:ip:tcp:tls;460;;;;0x0018
1677551463.983513000;172.16.0.143;172.16.0.10;;;58746;53;;;eth:ethertype:ip:udp:dns;74;;;www.google.com;
1677551464.061776000;172.16.0.10;172.16.0.143;;;53;58746;;;eth:ethertype:ip:udp:dns;90;;;www.google.com;
1677551464.189963000;172.16.0.143;142.250.178.4;52615;443;;;;www.google.com;eth:ethertype:ip:tcp:tls;464;;;;0x0018
1677551655.842685000;172.16.0.143;68.87.41.40;52618;443;;;;xfinity.com;eth:ethertype:ip:tcp:tls;232;;;;0x0018
1677551656.681267000;172.16.0.143;23.64.36.253;52619;443;;;;www.xfinity.com;eth:ethertype:ip:tcp:tls;236;;;;0x0018
1677551659.442721000;172.16.0.143;68.87.41.40;52620;443;;;;xfinity.com;eth:ethertype:ip:tcp:tls;232;;;;0x0018
1677551660.277471000;172.16.0.143;23.64.36.253;52621;443;;;;www.xfinity.com;eth:ethertype:ip:tcp:tls;236;;;;0x0018
1677551661.627861000;172.16.0.143;172.16.0.10;;;63295;53;;;eth:ethertype:ip:udp:dns;72;;;linkedin.com;
1677551661.693522000;172.16.0.10;172.16.0.143;;;53;63295;;;eth:ethertype:ip:udp:dns;88;;;linkedin.com;
1677551661.814600000;172.16.0.143;13.107.42.14;52622;443;;;;linkedin.com;eth:ethertype:ip:tcp:tls;541;;;;0x0018
1677551662.378436000;172.16.0.143;172.16.0.10;;;64969;53;;;eth:ethertype:ip:udp:dns;76;;;www.linkedin.com;
1677551662.438963000;172.16.0.10;172.16.0.143;;;53;64969;;;eth:ethertype:ip:udp:dns;156;;;www.linkedin.com;
1677551662.559704000;172.16.0.143;13.107.42.14;52623;443;;;;www.linkedin.com;eth:ethertype:ip:tcp:tls;545;;;;0x0018
1677551680.065805000;172.16.0.143;172.16.0.10;;;52613;53;;;eth:ethertype:ip:udp:dns;80;;;wpad.rydeordie.audio;
1677551680.066078000;172.16.0.10;172.16.0.143;;;53;52613;;;eth:ethertype:ip:udp:dns;158;;;wpad.rydeordie.audio;
1677551680.066279000;172.16.0.143;172.16.0.10;;;60147;53;;;eth:ethertype:ip:udp:dns;76;;;wpad.localdomain;
1677551680.066369000;172.16.0.10;172.16.0.143;;;53;60147;;;eth:ethertype:ip:udp:dns;151;;;wpad.localdomain;
1677551844.110248000;172.16.0.143;13.107.42.14;52625;443;;;;linkedin.com;eth:ethertype:ip:tcp:tls;541;;;;0x0018
1677551844.725953000;172.16.0.143;13.107.42.14;52626;443;;;;www.linkedin.com;eth:ethertype:ip:tcp:tls;545;;;;0x0018
1677552022.852031000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677552022.853052000;172.16.0.143;172.16.0.10;;;53084;53;;;eth:ethertype:ip:udp:dns;91;;;WYN10-RIDEORDIE.rydeordie.audio;
1677552022.853207000;172.16.0.143;224.0.0.252;;;64203;5355;;;eth:ethertype:ip:udp:llmnr;75;;;WYN10-RIDEORDIE;
1677552022.853974000;172.16.0.10;172.16.0.143;;;53;53084;;;eth:ethertype:ip:udp:dns;170;;;WYN10-RIDEORDIE.rydeordie.audio;
1677552022.854445000;172.16.0.143;172.16.0.10;;;58540;53;;;eth:ethertype:ip:udp:dns;158;;;rydeordie.audio;
1677552022.855223000;172.16.0.10;172.16.0.143;;;53;58540;;;eth:ethertype:ip:udp:dns;158;;;rydeordie.audio;
1677552025.854187000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677552028.867327000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677552031.880621000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677552034.886605000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677552036.480488000;172.16.0.143;172.16.0.10;;;55914;53;;;eth:ethertype:ip:udp:dns;72;;;broadcom.com;
1677552036.532725000;172.16.0.10;172.16.0.143;;;53;55914;;;eth:ethertype:ip:udp:dns;120;;;broadcom.com;
1677552036.808211000;172.16.0.143;54.68.22.26;52628;443;;;;broadcom.com;eth:ethertype:ip:tcp:tls;265;;;;0x0018
1677552037.709517000;172.16.0.143;172.16.0.10;;;52220;53;;;eth:ethertype:ip:udp:dns;76;;;www.broadcom.com;
1677552037.769943000;172.16.0.10;172.16.0.143;;;53;52220;;;eth:ethertype:ip:udp:dns;175;;;www.broadcom.com;
1677552037.893882000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677552037.894079000;172.16.0.143;172.64.155.106;52629;443;;;;www.broadcom.com;eth:ethertype:ip:tcp:tls;429;;;;0x0018
1677552147.066130000;172.16.0.143;172.16.0.10;;;63064;53;;;eth:ethertype:ip:udp:dns;91;;;WIN-PL5VGYU6KMT.rydeordie.audio;
1677552147.066304000;172.16.0.10;172.16.0.143;;;53;63064;;;eth:ethertype:ip:udp:dns;107;;;WIN-PL5VGYU6KMT.rydeordie.audio;
1677552228.977756000;172.16.0.143;13.107.42.14;52637;443;;;;linkedin.com;eth:ethertype:ip:tcp:tls;541;;;;0x0018
1677552229.597606000;172.16.0.143;13.107.42.14;52638;443;;;;www.linkedin.com;eth:ethertype:ip:tcp:tls;545;;;;0x0018
1677552280.074043000;172.16.0.143;172.16.0.10;;;64496;53;;;eth:ethertype:ip:udp:dns;80;;;wpad.rydeordie.audio;
1677552280.074370000;172.16.0.10;172.16.0.143;;;53;64496;;;eth:ethertype:ip:udp:dns;158;;;wpad.rydeordie.audio;
1677552280.074562000;172.16.0.143;172.16.0.10;;;59226;53;;;eth:ethertype:ip:udp:dns;76;;;wpad.localdomain;
1677552280.203786000;172.16.0.10;172.16.0.143;;;53;59226;;;eth:ethertype:ip:udp:dns;151;;;wpad.localdomain;
1677552417.388188000;172.16.0.143;142.250.178.14;52640;443;;;;google.com;eth:ethertype:ip:tcp:tls;460;;;;0x0018
1677552417.925186000;172.16.0.143;142.250.178.4;52641;443;;;;www.google.com;eth:ethertype:ip:tcp:tls;464;;;;0x0018
1677552609.975329000;172.16.0.143;54.68.22.26;52644;443;;;;broadcom.com;eth:ethertype:ip:tcp:tls;265;;;;0x0018
1677552610.927231000;172.16.0.143;172.64.155.106;52645;443;;;;www.broadcom.com;eth:ethertype:ip:tcp:tls;429;;;;0x0018
1677552729.733174000;172.16.0.143;172.16.0.10;;;57328;53;;;eth:ethertype:ip:udp:dns;89;;;v10.events.data.microsoft.com;
1677552729.791103000;172.16.0.10;172.16.0.143;;;53;57328;;;eth:ethertype:ip:udp:dns;226;;;v10.events.data.microsoft.com;
1677552729.994625000;172.16.0.143;52.168.112.67;52653;443;;;;v10.events.data.microsoft.com;eth:ethertype:ip:tcp:tls;268;;;;0x0018
1677552798.375675000;172.16.0.143;138.1.33.162;52654;443;;;;oracle.com;eth:ethertype:ip:tcp:tls;231;;;;0x0018
1677552799.277585000;172.16.0.143;23.64.29.61;52655;443;;;;www.oracle.com;eth:ethertype:ip:tcp:tls;235;;;;0x0018
1677552880.217624000;172.16.0.143;172.16.0.10;;;61323;53;;;eth:ethertype:ip:udp:dns;80;;;wpad.rydeordie.audio;
1677552880.217880000;172.16.0.10;172.16.0.143;;;53;61323;;;eth:ethertype:ip:udp:dns;158;;;wpad.rydeordie.audio;
1677552880.218063000;172.16.0.143;172.16.0.10;;;65223;53;;;eth:ethertype:ip:udp:dns;76;;;wpad.localdomain;
1677552880.218146000;172.16.0.10;172.16.0.143;;;53;65223;;;eth:ethertype:ip:udp:dns;151;;;wpad.localdomain;
1677552922.853048000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677552922.853759000;172.16.0.143;172.16.0.10;;;53130;53;;;eth:ethertype:ip:udp:dns;91;;;WYN10-RIDEORDIE.rydeordie.audio;
1677552922.854065000;172.16.0.10;172.16.0.143;;;53;53130;;;eth:ethertype:ip:udp:dns;170;;;WYN10-RIDEORDIE.rydeordie.audio;
1677552922.854191000;172.16.0.143;224.0.0.252;;;59409;5355;;;eth:ethertype:ip:udp:llmnr;75;;;WYN10-RIDEORDIE;
1677552922.854669000;172.16.0.143;172.16.0.10;;;59205;53;;;eth:ethertype:ip:udp:dns;158;;;rydeordie.audio;
1677552922.855298000;172.16.0.10;172.16.0.143;;;53;59205;;;eth:ethertype:ip:udp:dns;158;;;rydeordie.audio;
1677552925.850594000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677552928.856411000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677552931.871684000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677552934.884543000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677552937.890762000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677552990.704359000;172.16.0.143;142.250.178.14;52658;443;;;;google.com;eth:ethertype:ip:tcp:tls;460;;;;0x0018
1677552991.244168000;172.16.0.143;142.250.178.4;52659;443;;;;www.google.com;eth:ethertype:ip:tcp:tls;464;;;;0x0018
1677552991.786996000;172.16.0.143;172.217.169.78;52660;443;;;;consent.google.com;eth:ethertype:ip:tcp:tls;468;;;;0x0018
1677553179.083914000;172.16.0.143;172.16.0.10;;;49517;53;;;eth:ethertype:ip:udp:dns;69;;;cisco.com;
1677553179.137382000;172.16.0.10;172.16.0.143;;;53;49517;;;eth:ethertype:ip:udp:dns;85;;;cisco.com;
1677553179.378613000;172.16.0.143;72.163.4.185;52662;443;;;;cisco.com;eth:ethertype:ip:tcp:tls;230;;;;0x0018
1677553180.148075000;172.16.0.143;172.16.0.10;;;58764;53;;;eth:ethertype:ip:udp:dns;73;;;www.cisco.com;
1677553180.243393000;172.16.0.10;172.16.0.143;;;53;58764;;;eth:ethertype:ip:udp:dns;255;;;www.cisco.com;
1677553180.371702000;172.16.0.143;2.22.15.111;52663;443;;;;www.cisco.com;eth:ethertype:ip:tcp:tls;234;;;;0x0018
1677553256.688403000;172.16.0.143;172.16.0.10;;;59413;53;;;eth:ethertype:ip:udp:dns;89;;;v10.events.data.microsoft.com;
1677553256.745019000;172.16.0.10;172.16.0.143;;;53;59413;;;eth:ethertype:ip:udp:dns;227;;;v10.events.data.microsoft.com;
1677553256.872775000;172.16.0.143;51.105.71.137;52666;443;;;;v10.events.data.microsoft.com;eth:ethertype:ip:tcp:tls;268;;;;0x0018
1677553274.971522000;172.16.0.143;172.16.0.10;;;63514;53;;;eth:ethertype:ip:udp:dns;89;;;v10.events.data.microsoft.com;
1677553275.035064000;172.16.0.10;172.16.0.143;;;53;63514;;;eth:ethertype:ip:udp:dns;227;;;v10.events.data.microsoft.com;
1677553275.163603000;172.16.0.143;51.105.71.137;52669;443;;;;v10.events.data.microsoft.com;eth:ethertype:ip:tcp:tls;268;;;;0x0018
1677553278.239971000;172.16.0.143;51.105.71.137;52670;443;;;;v10.events.data.microsoft.com;eth:ethertype:ip:tcp:tls;268;;;;0x0018
1677553285.972170000;172.16.0.143;172.16.0.10;;;60297;53;;;eth:ethertype:ip:udp:dns;91;;;settings-win.data.microsoft.com;
1677553286.041600000;172.16.0.10;172.16.0.143;;;53;60297;;;eth:ethertype:ip:udp:dns;221;;;settings-win.data.microsoft.com;
1677553286.173922000;172.16.0.143;20.49.150.241;52671;443;;;;settings-win.data.microsoft.com;eth:ethertype:ip:tcp:tls;270;;;;0x0018
1677553287.082437000;172.16.0.143;20.49.150.241;52672;443;;;;settings-win.data.microsoft.com;eth:ethertype:ip:tcp:tls;270;;;;0x0018
1677553371.486315000;172.16.0.143;172.16.0.10;;;51975;53;;;eth:ethertype:ip:udp:dns;72;;;verisign.com;
1677553371.538886000;172.16.0.10;172.16.0.143;;;53;51975;;;eth:ethertype:ip:udp:dns;104;;;verisign.com;
1677553371.749438000;172.16.0.143;209.131.162.45;52674;443;;;;verisign.com;eth:ethertype:ip:tcp:tls;233;;;;0x0018
1677553372.456144000;172.16.0.143;172.16.0.10;;;59651;53;;;eth:ethertype:ip:udp:dns;76;;;www.verisign.com;
1677553372.520137000;172.16.0.10;172.16.0.143;;;53;59651;;;eth:ethertype:ip:udp:dns;92;;;www.verisign.com;
1677553372.739073000;172.16.0.143;69.58.187.40;52675;443;;;;www.verisign.com;eth:ethertype:ip:tcp:tls;237;;;;0x0018
1677553480.227280000;172.16.0.143;172.16.0.10;;;57473;53;;;eth:ethertype:ip:udp:dns;80;;;wpad.rydeordie.audio;
1677553480.227516000;172.16.0.10;172.16.0.143;;;53;57473;;;eth:ethertype:ip:udp:dns;158;;;wpad.rydeordie.audio;
1677553480.227724000;172.16.0.143;172.16.0.10;;;61057;53;;;eth:ethertype:ip:udp:dns;76;;;wpad.localdomain;
1677553480.359970000;172.16.0.10;172.16.0.143;;;53;61057;;;eth:ethertype:ip:udp:dns;151;;;wpad.localdomain;
1677553564.013292000;172.16.0.143;68.87.41.40;52677;443;;;;xfinity.com;eth:ethertype:ip:tcp:tls;232;;;;0x0018
1677553564.802725000;172.16.0.143;172.16.0.10;;;49401;53;;;eth:ethertype:ip:udp:dns;75;;;www.xfinity.com;
1677553564.872877000;172.16.0.10;172.16.0.143;;;53;49401;;;eth:ethertype:ip:udp:dns;169;;;www.xfinity.com;
1677553565.001848000;172.16.0.143;23.64.36.253;52678;443;;;;www.xfinity.com;eth:ethertype:ip:tcp:tls;236;;;;0x0018
1677553567.934168000;172.16.0.143;68.87.41.40;52679;443;;;;xfinity.com;eth:ethertype:ip:tcp:tls;232;;;;0x0018
1677553568.774395000;172.16.0.143;23.64.36.253;52680;443;;;;www.xfinity.com;eth:ethertype:ip:tcp:tls;236;;;;0x0018
1677553569.356764000;172.16.0.143;172.16.0.10;;;60499;53;;;eth:ethertype:ip:udp:dns;70;;;oracle.com;
1677553569.422277000;172.16.0.10;172.16.0.143;;;53;60499;;;eth:ethertype:ip:udp:dns;86;;;oracle.com;
1677553569.676847000;172.16.0.143;138.1.33.162;52681;443;;;;oracle.com;eth:ethertype:ip:tcp:tls;231;;;;0x0018
1677553570.514664000;172.16.0.143;172.16.0.10;;;56070;53;;;eth:ethertype:ip:udp:dns;74;;;www.oracle.com;
1677553570.577257000;172.16.0.10;172.16.0.143;;;53;56070;;;eth:ethertype:ip:udp:dns;169;;;www.oracle.com;
1677553570.704758000;172.16.0.143;23.64.29.61;52682;443;;;;www.oracle.com;eth:ethertype:ip:tcp:tls;235;;;;0x0018
1677553752.456748000;172.16.0.143;72.163.4.185;52689;443;;;;cisco.com;eth:ethertype:ip:tcp:tls;230;;;;0x0018
1677553753.280027000;172.16.0.143;2.22.15.111;52690;443;;;;www.cisco.com;eth:ethertype:ip:tcp:tls;234;;;;0x0018
1677553822.860461000;172.16.0.143;239.255.255.250;;;51185;1900;239.255.255.250:1900;;eth:ethertype:ip:udp:ssdp;179;M-SEARCH;;;
1677553822.861587000;172.16.0.143;172.16.0.10;;;52055;53;;;eth:ethertype:ip:udp:dns;91;;;WYN10-RIDEORDIE.rydeordie.audio;
1677553822.861910000;172.16.0.143;224.0.0.252;;;60337;5355;;;eth:ethertype:ip:udp:llmnr;75;;;WYN10-RIDEORDIE;
1677553822.862581000;172.16.0.10;172.16.0.143;;;53;52055;;;eth:ethertype:ip:udp:dns;170;;;WYN10-RIDEORDIE.rydeordie.audio;
1677553822.863035000;172.16.0.143;172.16.0.10;;;51946;53;;;eth:ethertype:ip:udp:dns;158;;;rydeordie.audio;
