frame.time_epoch;ip.src;ip.dst;tcp.srcport;tcp.dstport;udp.srcport;udp.dstport;http.host;tls.handshake.extensions_server_name;frame.protocols;frame.len;http.request.method;http.response.code;dns.qry.name;tcp.flags
1676309384.402931000;10.2.13.101;192.3.76.227;49910;443;;;;qonavlecher.com;eth:ethertype:ip:tcp:tls;236;;;;0x0018
1676309686.234676000;10.2.13.101;10.2.13.1;;;64006;53;;;eth:ethertype:ip:udp:dns;75;;;qonavlecher.com;
1676309686.278990000;10.2.13.1;10.2.13.101;;;53;64006;;;eth:ethertype:ip:udp:dns;91;;;qonavlecher.com;
1676309686.355070000;10.2.13.101;192.3.76.227;49915;443;;;;qonavlecher.com;eth:ethertype:ip:tcp:tls;236;;;;0x0018
1676309987.892613000;10.2.13.101;10.2.13.1;;;50440;53;;;eth:ethertype:ip:udp:dns;75;;;qonavlecher.com;
1676309987.956374000;10.2.13.1;10.2.13.101;;;53;50440;;;eth:ethertype:ip:udp:dns;91;;;qonavlecher.com;
1676309988.037119000;10.2.13.101;192.3.76.227;49922;443;;;;qonavlecher.com;eth:ethertype:ip:tcp:tls;236;;;;0x0018
1676310289.893800000;10.2.13.101;10.2.13.1;;;55622;53;;;eth:ethertype:ip:udp:dns;75;;;qonavlecher.com;
1676310289.933825000;10.2.13.1;10.2.13.101;;;53;55622;;;eth:ethertype:ip:udp:dns;91;;;qonavlecher.com;
1676310290.012277000;10.2.13.101;192.3.76.227;49925;443;;;;qonavlecher.com;eth:ethertype:ip:tcp:tls;236;;;;0x0018
1676310591.657614000;10.2.13.101;10.2.13.1;;;57127;53;;;eth:ethertype:ip:udp:dns;75;;;qonavlecher.com;
1676310591.696846000;10.2.13.1;10.2.13.101;;;53;57127;;;eth:ethertype:ip:udp:dns;91;;;qonavlecher.com;
1676310591.790683000;10.2.13.101;192.3.76.227;49935;443;;;;qonavlecher.com;eth:ethertype:ip:tcp:tls;236;;;;0x0018
1676310893.729865000;10.2.13.101;10.2.13.1;;;52240;53;;;eth:ethertype:ip:udp:dns;75;;;qonavlecher.com;
1676310893.892737000;10.2.13.1;10.2.13.101;;;53;52240;;;eth:ethertype:ip:udp:dns;91;;;qonavlecher.com;
1676310893.972466000;10.2.13.101;192.3.76.227;49940;443;;;;qonavlecher.com;eth:ethertype:ip:tcp:tls;236;;;;0x0018
1676311195.688183000;10.2.13.101;10.2.13.1;;;57855;53;;;eth:ethertype:ip:udp:dns;75;;;qonavlecher.com;
1676311195.883059000;10.2.13.1;10.2.13.101;;;53;57855;;;eth:ethertype:ip:udp:dns;91;;;qonavlecher.com;
1676311195.955889000;10.2.13.101;192.3.76.227;49946;443;;;;qonavlecher.com;eth:ethertype:ip:tcp:tls;236;;;;0x0018
1676311497.585938000;10.2.13.101;10.2.13.1;;;64267;53;;;eth:ethertype:ip:udp:dns;75;;;qonavlecher.com;
1676311497.708012000;10.2.13.1;10.2.13.101;;;53;64267;;;eth:ethertype:ip:udp:dns;91;;;qonavlecher.com;
1676311497.784706000;10.2.13.101;192.3.76.227;49947;443;;;;qonavlecher.com;eth:ethertype:ip:tcp:tls;236;;;;0x0018
1676311799.268599000;10.2.13.101;10.2.13.1;;;64736;53;;;eth:ethertype:ip:udp:dns;75;;;qonavlecher.com;
1676311799.307451000;10.2.13.1;10.2.13.101;;;53;64736;;;eth:ethertype:ip:udp:dns;91;;;qonavlecher.com;
1676311799.376580000;10.2.13.101;192.3.76.227;49948;443;;;;qonavlecher.com;eth:ethertype:ip:tcp:tls;236;;;;0x0018
1676312100.967310000;10.2.13.101;10.2.13.1;;;59622;53;;;eth:ethertype:ip:udp:dns;75;;;qonavlecher.com;
1676312101.006639000;10.2.13.1;10.2.13.101;;;53;59622;;;eth:ethertype:ip:udp:dns;91;;;qonavlecher.com;
1676312101.081957000;10.2.13.101;192.3.76.227;49953;443;;;;qonavlecher.com;eth:ethertype:ip:tcp:tls;236;;;;0x0018
1676312402.828479000;10.2.13.101;10.2.13.1;;;56125;53;;;eth:ethertype:ip:udp:dns;75;;;qonavlecher.com;
1676312402.875691000;10.2.13.1;10.2.13.101;;;53;56125;;;eth:ethertype:ip:udp:dns;91;;;qonavlecher.com;
1676312402.956430000;10.2.13.101;192.3.76.227;49958;443;;;;qonavlecher.com;eth:ethertype:ip:tcp:tls;236;;;;0x0018
1676312711.618705000;10.2.13.101;10.2.13.1;;;58041;53;;;eth:ethertype:ip:udp:dns;75;;;qonavlecher.com;
1676312711.669097000;10.2.13.1;10.2.13.101;;;53;58041;;;eth:ethertype:ip:udp:dns;91;;;qonavlecher.com;
1676312711.758493000;10.2.13.101;192.3.76.227;49964;443;;;;qonavlecher.com;eth:ethertype:ip:tcp:tls;236;;;;0x0018
1676313013.429607000;10.2.13.101;10.2.13.1;;;60766;53;;;eth:ethertype:ip:udp:dns;75;;;qonavlecher.com;
1676313013.456859000;10.2.13.1;10.2.13.101;;;53;60766;;;eth:ethertype:ip:udp:dns;91;;;qonavlecher.com;
1676313013.535540000;10.2.13.101;192.3.76.227;49965;443;;;;qonavlecher.com;eth:ethertype:ip:tcp:tls;236;;;;0x0018
1676313318.227737000;10.2.13.101;10.2.13.1;;;60886;53;;;eth:ethertype:ip:udp:dns;75;;;qonavlecher.com;
1676313318.259239000;10.2.13.1;10.2.13.101;;;53;60886;;;eth:ethertype:ip:udp:dns;91;;;qonavlecher.com;
1676313318.339946000;10.2.13.101;192.3.76.227;49976;443;;;;qonavlecher.com;eth:ethertype:ip:tcp:tls;236;;;;0x0018
1676313619.969490000;10.2.13.101;10.2.13.1;;;61852;53;;;eth:ethertype:ip:udp:dns;75;;;qonavlecher.com;
1676313620.006727000;10.2.13.1;10.2.13.101;;;53;61852;;;eth:ethertype:ip:udp:dns;91;;;qonavlecher.com;
1676313620.090707000;10.2.13.101;192.3.76.227;49983;443;;;;qonavlecher.com;eth:ethertype:ip:tcp:tls;236;;;;0x0018
1676313921.742223000;10.2.13.101;10.2.13.1;;;58796;53;;;eth:ethertype:ip:udp:dns;75;;;qonavlecher.com;
1676313921.771303000;10.2.13.1;10.2.13.101;;;53;58796;;;eth:ethertype:ip:udp:dns;91;;;qonavlecher.com;
1676313921.845386000;10.2.13.101;192.3.76.227;49984;443;;;;qonavlecher.com;eth:ethertype:ip:tcp:tls;236;;;;0x0018
1676314223.391411000;10.2.13.101;10.2.13.1;;;61643;53;;;eth:ethertype:ip:udp:dns;75;;;qonavlecher.com;
1676314223.424370000;10.2.13.1;10.2.13.101;;;53;61643;;;eth:ethertype:ip:udp:dns;91;;;qonavlecher.com;
1676314223.510812000;10.2.13.101;192.3.76.227;49986;443;;;;qonavlecher.com;eth:ethertype:ip:tcp:tls;236;;;;0x0018
1676314525.118063000;10.2.13.101;10.2.13.1;;;56057;53;;;eth:ethertype:ip:udp:dns;75;;;qonavlecher.com;
1676314525.163844000;10.2.13.1;10.2.13.101;;;53;56057;;;eth:ethertype:ip:udp:dns;91;;;qonavlecher.com;
1676314525.243808000;10.2.13.101;192.3.76.227;50002;443;;;;qonavlecher.com;eth:ethertype:ip:tcp:tls;236;;;;0x0018
1676314826.910239000;10.2.13.101;10.2.13.1;;;64950;53;;;eth:ethertype:ip:udp:dns;75;;;qonavlecher.com;
1676314826.963920000;10.2.13.1;10.2.13.101;;;53;64950;;;eth:ethertype:ip:udp:dns;91;;;qonavlecher.com;
1676314827.039340000;10.2.13.101;192.3.76.227;50008;443;;;;qonavlecher.com;eth:ethertype:ip:tcp:tls;236;;;;0x0018
1676315128.826573000;10.2.13.101;10.2.13.1;;;53705;53;;;eth:ethertype:ip:udp:dns;75;;;qonavlecher.com;
